09:30:14.284021 LS029 10 
10:12:07.079971 MA202 ON 
10:12:07.184761 LS051 33 
10:12:07.213075 M051 ON 
10:12:09.107677 MA202 OFF 
10:12:09.448152 M051 OFF 
10:12:09.656796 MA202 ON 
10:12:10.017154 M051 ON 
10:12:10.770993 MA202 OFF 
10:12:13.544779 LS051 32 
10:12:13.571323 M051 OFF 
10:12:15.832701 M051 ON 
10:12:19.470565 LS009 6 
10:12:19.752722 MA202 ON 
10:12:20.881087 MA202 OFF 
10:12:21.85399 MA202 ON 
10:12:23.502453 LS051 33 
10:12:23.516137 M051 OFF 
10:12:23.886481 LS017 27 
10:12:23.947397 M017 ON 
10:12:27.08622 LS202 56 
10:12:27.100057 MA202 OFF 
10:12:27.46967 M017 OFF 
10:12:28.610887 MA207 ON 
10:12:29.904256 MA202 ON 
10:12:30.277208 M017 ON 
10:12:31.028842 MA202 OFF 
10:12:31.422259 MA207 OFF 
10:12:31.779608 MA202 ON 
10:12:34.982595 M017 OFF 
10:12:35.337959 MA202 OFF 
10:12:35.550434 M017 ON 
10:12:35.904505 MA202 ON 
10:12:37.787788 MA202 OFF 
10:12:38.357068 MA202 ON 
10:12:39.673946 M017 OFF 
10:12:40.794059 MA202 OFF 
10:12:41.685061 LS202 55 
10:12:41.703891 MA202 ON 
10:12:43.692714 MA207 ON 
10:12:43.720354 LS019 10 
10:12:43.735032 M019 ON 
10:12:44.507927 LS202 56 
10:12:44.536251 MA202 OFF 
10:12:44.729201 MA207 OFF 
10:12:49.337475 LL010 97 
10:12:50.040007 LL010 84 
10:12:50.678648 LL010 76 
10:12:50.873977 M019 OFF 
10:12:51.690224 LL010 90 
10:12:51.812583 M019 ON 
10:12:52.503065 LL010 100 
10:12:54.10011 LL010 91 
10:12:54.311546 LL010 88 
10:12:55.25483 LL010 71 
10:12:56.081826 M019 OFF 
10:12:56.204409 LL010 74 
10:12:56.352637 LL010 78 
10:12:56.691237 LL010 86 
10:12:56.816519 M019 ON 
10:12:57.474105 LL010 98 
10:12:58.950851 MA202 ON 
10:13:00.30967 LS019 9 
10:13:00.348958 M019 OFF 
10:13:03.093709 M017 ON 
10:13:05.06753 LS047 4 
10:13:05.71016 MA202 OFF 
10:13:06.842431 MA202 ON 
10:13:08.449503 LS023 7 
10:13:08.570458 M017 OFF 
10:13:09.278622 MA202 OFF 
10:13:12.642409 MA202 ON 
10:13:13.222009 M017 ON 
10:13:19.122565 LS024 13 
10:13:20.217291 M017 OFF 
10:13:20.303159 MA202 OFF 
10:13:20.73644 LS203 36 
10:13:24.284296 M017 ON 
10:13:25.382848 M017 OFF 
10:13:26.751272 MA202 ON 
10:13:26.78709 M017 ON 
10:13:27.717134 LS016 17 
10:13:27.733834 M016 ON 
10:13:28.36399 LS015 16 
10:13:28.441618 M015 ON 
10:13:28.474923 LS017 28 
10:13:28.489529 M017 OFF 
10:13:28.600069 MA202 OFF 
10:13:29.039922 MA201 ON 
10:13:30.160118 M016 OFF 
10:13:30.63533 M015 OFF 
10:13:32.223373 LS201 57 
10:13:32.249098 MA201 OFF 
10:13:34.389636 LS013 14 
10:13:52.567109 LS207 57 
10:13:52.594796 MA207 ON 
10:13:54.471341 MA207 OFF 
10:13:56.758166 LS201 56 
10:13:56.790079 MA201 ON 
10:13:57.10354 LS207 58 
10:13:57.147169 MA207 ON 
10:13:58.209279 MA207 OFF 
10:13:58.420041 M015 ON 
10:13:58.830451 LS016 18 
10:13:58.849498 M016 ON 
10:13:59.117284 LS202 57 
10:13:59.147815 MA202 ON 
10:13:59.577874 LS201 57 
10:13:59.635974 MA201 OFF 
10:13:59.980168 M016 OFF 
10:14:00.080651 LS017 29 
10:14:00.095421 M017 ON 
10:14:00.227934 LS015 17 
10:14:00.261895 M015 OFF 
10:14:01.208395 M017 OFF 
10:14:01.397701 MA202 OFF 
10:14:02.029042 LS205 19 
10:14:06.44865 LS207 57 
10:14:06.466385 MA207 ON 
10:14:07.589698 MA207 OFF 
10:14:07.953043 LS202 56 
10:14:07.963757 MA202 ON 
10:14:08.005259 LS017 28 
10:14:08.019481 M017 ON 
10:14:08.908751 MA202 OFF 
10:14:08.995392 M017 OFF 
10:14:09.547855 MA202 ON 
10:14:09.572874 LS016 17 
10:14:09.590345 M016 ON 
10:14:10.243833 M017 ON 
10:14:10.951118 LS015 16 
10:14:10.970738 M015 ON 7-end
10:14:11.372433 M017 OFF 
10:14:11.684502 MA202 OFF 
10:14:12.253331 LS008 15 
10:14:12.287526 M008 ON 
10:14:12.313348 LS201 56 
10:14:12.326623 MA201 ON 
10:14:13.099051 MA207 ON 
10:14:13.12853 M016 OFF 
10:14:13.355332 LS001 10 
10:14:13.412382 M001 ON 
10:14:13.469271 M015 OFF 
10:14:13.902327 LS002 11 
10:14:13.914456 M002 ON 
10:14:14.170199 MA207 OFF 
10:14:14.387895 LS008 16 
10:14:14.406508 M008 OFF 
10:14:14.962805 M001 OFF 
10:14:16.07361 MA201 OFF 
10:14:16.431473 M002 OFF 
10:14:19.0171 MA207 ON 
10:14:20.144344 MA207 OFF 
10:14:21.133849 M002 ON 
10:14:22.261311 M002 OFF 
10:14:24.469783 MA207 ON 
10:14:25.600173 MA207 OFF 
10:14:27.706319 M002 ON 
10:14:30.530659 M002 OFF 
10:14:36.310457 M002 ON 
10:14:36.71809 MA201 ON 
10:14:37.028888 MA207 ON 
10:14:37.452935 M002 OFF 
10:14:38.162501 MA207 OFF 
10:14:38.406284 LS201 57 
10:14:38.420127 MA201 OFF 
10:14:39.690593 M002 ON 
10:14:43.067674 M002 OFF 
10:14:46.078795 M002 ON 
10:14:47.211461 M002 OFF 
10:14:50.985441 MA207 ON 
10:14:52.032914 MA207 OFF 
10:14:59.772421 M002 ON 
10:15:02.37078 M002 OFF 
10:15:08.526956 LS207 58 
10:15:08.5387 MA207 ON 
10:15:09.680262 MA207 OFF 
10:15:09.719851 M002 ON 
10:15:10.633734 M001 ON 8-start,8.1
10:15:10.756118 MA201 ON 
10:15:11.238271 M023 ON 8.1
10:15:11.795184 MA201 OFF 
10:15:12.062323 D012 OPEN 8.2
10:15:12.32427 M002 OFF 
10:15:12.562367 LS203 39 
10:15:12.584246 MA203 ON 
10:15:13.635355 MA203 OFF 
10:15:13.689871 M023 OFF 
10:15:13.780294 M001 OFF 
10:15:15.278589 MA203 ON 
10:15:18.283213 MA203 OFF 
10:15:22.069926 LS203 37 
10:15:22.105245 MA203 ON 
10:15:22.775037 LS207 57 
10:15:22.787775 MA207 ON 
10:15:23.359715 M023 ON 8.2
10:15:23.898587 MA207 OFF 
10:15:24.27344 LS203 36 
10:15:24.289812 MA203 OFF 
10:15:24.488067 M023 OFF 
10:15:24.857376 MA203 ON 
10:15:25.967265 MA203 OFF 
10:15:26.743968 M023 ON 8.2
10:15:27.857852 M023 OFF 
10:15:28.421356 M023 ON 8.2
10:15:28.591046 MA203 ON 
10:15:29.554899 M023 OFF 
10:15:29.741996 MA207 ON 
10:15:29.802524 MA203 OFF 
10:15:31.380753 MA207 OFF 
10:15:32.55363 M023 ON 8.2
10:15:32.771337 LS203 37 
10:15:32.788347 MA203 ON 
10:15:33.841319 MA203 OFF 
10:15:34.290009 M023 OFF 
10:15:34.328403 M001 ON 8.2
10:15:34.797348 M023 ON 8.2
10:15:35.412818 M001 OFF 
10:15:35.982826 M001 ON 8.2
10:15:37.097585 LS001 11 
10:15:37.112038 M001 OFF 
10:15:37.430384 M023 OFF 
10:15:37.979988 M023 ON 8.2
10:15:38.894754 LS207 58 
10:15:38.907719 MA207 ON 
10:15:39.332578 M001 ON 8.2
10:15:40.036706 MA207 OFF 
10:15:40.42022 LS203 41 
10:15:40.478102 MA203 ON 
10:15:40.508815 M001 OFF 
10:15:41.994522 LS023 8 
10:15:42.007349 M023 OFF 
10:15:43.047992 LS023 7 
10:15:43.061718 M023 ON 
10:15:45.297281 LS023 8 
10:15:45.310112 M023 OFF 
10:15:47.556457 MA203 OFF 
10:16:01.20423 LS023 7 
10:16:01.223874 M023 ON 8.2
10:16:01.804021 LS001 10 
10:16:01.833777 M001 ON 8.2
10:16:02.793277 MA201 ON 
10:16:03.920704 M023 OFF 
10:16:03.961715 MA201 OFF 
10:16:04.080653 M001 OFF 
10:16:05.409763 MA201 ON 
10:16:07.842015 MA201 OFF 
10:16:08.330801 MA207 ON 
10:16:09.456024 LS207 57 
10:16:09.471453 MA207 OFF 
10:16:12.920596 MA201 ON 
10:16:13.130833 M002 ON 
10:16:13.160557 M001 ON 
10:16:13.81362 M023 ON 
10:16:14.198232 M002 OFF 
10:16:14.796484 LS203 38 
10:16:14.810835 MA203 ON 
10:16:14.85102 MA201 OFF 
10:16:15.880283 MA203 OFF 
10:16:15.932172 M001 OFF 
10:16:16.360233 D012 CLOSE 8-end
10:16:16.837294 M001 ON 
10:16:17.604606 MA201 ON 
10:16:18.508294 M002 ON 
10:16:19.066552 M023 OFF 
10:16:19.408335 LS207 58 
10:16:19.440105 MA207 ON 
10:16:19.503996 LS001 11 
10:16:19.523549 M001 OFF 
10:16:19.636473 LS002 12 
10:16:19.647873 M002 OFF 
10:16:19.852307 MA201 OFF 
10:16:20.525519 MA207 OFF 
10:16:27.472285 M002 ON 
10:16:29.198281 M002 OFF 
10:16:38.719203 LS002 11 
10:16:38.807061 M002 ON 
10:16:39.842859 M002 OFF 
10:16:41.494262 LS207 57 
10:16:41.522182 MA207 ON 
10:16:42.613118 MA207 OFF 
10:16:44.334209 MA207 ON 
10:16:46.382948 MA207 OFF 
10:16:46.938694 MA207 ON 
10:16:49.419235 M002 ON 
10:16:50.138857 MA207 OFF 
10:16:50.438361 MA201 ON 
10:16:50.739431 LS001 10 
10:16:50.770441 M001 ON 
10:16:50.921557 M023 ON 
10:16:51.080953 MA207 ON 
10:16:51.517912 MA201 OFF 
10:16:52.202651 LS006 4 
10:16:52.243047 MA203 ON 
10:16:52.535192 LS022 6 
10:16:52.563888 M002 OFF 
10:16:52.937983 M022 ON 
10:16:53.776335 M023 OFF 
10:16:53.815822 M001 OFF 
10:16:54.091542 LS021 8 
10:16:54.106985 M021 ON 
10:16:55.635999 M022 OFF 
10:16:55.66895 M024 ON 
10:16:56.723186 LS021 7 
10:16:56.751491 M021 OFF 
10:16:57.800143 LS024 12 
10:16:57.847364 M024 OFF 
10:16:58.38794 LS203 36 
10:16:58.432742 MA203 OFF 
10:16:59.505343 MA207 OFF 
10:17:00.522894 D018 OPEN 
10:17:01.110911 M042 ON 
10:17:02.154217 MA207 ON 
10:17:02.313883 M043 ON 
10:17:03.626541 LS203 37 
10:17:03.65758 MA203 ON 
10:17:03.929484 LS042 1 
10:17:03.94596 M042 OFF 
10:17:04.178243 M043 OFF 
10:17:04.504 LS033 8 
10:17:04.739652 LS203 38 
10:17:04.772081 MA203 OFF 
10:17:05.142095 MA207 OFF 
10:17:06.837584 MA207 ON 
10:17:08.435976 M042 ON 
10:17:09.12014 M043 ON 
10:17:09.151217 MA207 OFF 
10:17:10.713806 M042 OFF 
10:17:11.500922 M043 OFF 
10:17:11.611049 M024 ON 
10:17:11.693798 LS203 37 
10:17:11.707353 MA203 ON 
10:17:12.11591 BATV102 3120 
10:17:13.221781 M021 ON 
10:17:13.694376 LS019 11 
10:17:13.772648 M019 ON 
10:17:13.803724 LS024 13 
10:17:13.817675 M024 OFF 
10:17:15.132133 LS202 57 
10:17:15.143419 MA202 ON 
10:17:15.448984 LS203 40 
10:17:15.517439 MA203 OFF 
10:17:15.559723 M021 OFF 
10:17:15.791522 M017 ON 
10:17:16.230927 LS019 10 
10:17:16.24722 M019 OFF 
10:17:17.281506 LS016 18 
10:17:17.295603 M016 ON 
10:17:17.990416 LS015 17 
10:17:18.018654 M015 ON 
10:17:18.080822 M017 OFF 
10:17:18.328149 LS201 58 
10:17:18.35103 MA201 ON 
10:17:18.835284 MA202 OFF 
10:17:19.439348 M016 OFF 
10:17:19.764089 M015 OFF 
10:17:20.244065 LS014 9 
10:17:21.279287 LS012 30 
10:17:21.466714 LS010 26 
10:17:21.488083 M010 ON 
10:17:21.69632 LS201 57 
10:17:21.728603 MA201 OFF 
10:17:22.095994 LS013 15 
10:17:22.114241 M013 ON 
10:17:22.602279 M010 OFF 
10:17:23.351919 LS011 27 
10:17:23.391162 M013 OFF 
10:17:26.23205 MA201 ON 
10:17:26.448358 M013 ON 
10:17:27.304852 M008 ON 
10:17:27.560558 M013 OFF 
10:17:28.065776 M001 ON 
10:17:28.23228 M023 ON 
10:17:29.36154 M008 OFF 
10:17:29.804091 MA201 OFF 
10:17:30.523393 MA203 ON 
10:17:30.941685 M001 OFF 
10:17:32.10881 LS203 41 
10:17:32.149146 MA203 OFF 
10:17:32.538873 LS023 10 
10:17:32.561397 M023 OFF 
10:17:37.583533 M023 ON 
10:17:38.014291 M001 ON 
10:17:38.941607 MA201 ON 
10:17:39.48334 M008 ON 
10:17:40.103621 MA201 OFF 
10:17:40.22494 LS023 11 
10:17:40.239147 M023 OFF 
10:17:40.55142 LS015 16 
10:17:40.583052 M015 ON 
10:17:40.699666 M001 OFF 
10:17:41.093964 MA201 ON 
10:17:41.19168 M008 OFF 
10:17:41.701375 M015 OFF 
10:17:42.158383 MA201 OFF 
10:17:44.1992 MA201 ON 
10:17:45.332972 MA201 OFF 
10:17:46.461543 MA201 ON 
10:17:48.636886 M015 ON 
10:17:49.263703 MA201 OFF 
10:17:49.75747 M015 OFF 
10:17:50.212335 MA201 ON 
10:17:51.876988 MA201 OFF 
10:17:52.851874 LS010 25 
10:17:52.864964 M010 ON 
10:17:54.303665 MA201 ON 
10:17:54.833769 LS035 2 
10:17:55.193165 M010 OFF 
10:17:55.573087 M015 ON 
10:17:56.425886 LS013 14 
10:17:56.444293 M013 ON 
10:17:56.682574 M015 OFF 
10:17:57.769801 LS012 29 
10:17:57.842873 M012 ON 
10:17:57.936894 LS003 11 
10:17:58.80959 LS011 26 
10:17:58.907896 M011 ON 
10:17:58.970389 M013 OFF 
10:17:59.170612 M012 OFF 
10:17:59.334095 MA201 OFF 
10:17:59.429214 LS010 24 
10:17:59.448135 M010 ON 
10:18:01.15175 M010 OFF 
10:18:01.463365 M011 OFF 
10:18:05.734721 M011 ON 
10:18:05.841198 M012 ON 
10:18:06.534655 MA201 ON 
10:18:06.750208 M013 ON 
10:18:07.778719 M011 OFF 
10:18:08.272095 M012 OFF 
10:18:10.865837 M013 OFF 
10:18:12.328578 MA201 OFF 
10:18:14.783408 M008 ON 
10:18:14.827746 MA201 ON 
10:18:15.313596 LS001 11 
10:18:15.327466 M001 ON 
10:18:15.593954 LS032 2 
10:18:15.689865 M023 ON 
10:18:16.626653 M008 OFF 
10:18:16.823129 MA201 OFF 
10:18:17.504607 LS023 10 
10:18:17.535083 M023 OFF 
10:18:17.751599 M001 OFF 
10:18:18.8222 MA203 ON 
10:18:19.936547 MA203 OFF 
10:18:20.342075 M023 ON 
10:18:21.494426 LS001 10 
10:18:21.510421 M001 ON 
10:18:21.722056 MA201 ON 
10:18:21.857913 M008 ON 
10:18:22.942499 M015 ON 
10:18:23.158963 LS023 11 
10:18:23.199847 M023 OFF 
10:18:23.236096 LS001 11 
10:18:23.248964 M001 OFF 
10:18:23.359917 M016 ON 
10:18:24.175456 M008 OFF 
10:18:24.218532 MA201 OFF 
10:18:24.432849 LS202 56 
10:18:24.482301 MA202 ON 
10:18:24.523953 LS017 27 
10:18:24.548654 M017 ON 
10:18:25.409433 M015 OFF 
10:18:25.488994 LS016 17 
10:18:25.502381 M016 OFF 
10:18:27.099141 LS202 57 
10:18:27.136677 MA202 OFF 
10:18:27.218924 LS026 17 
10:18:27.501696 M017 OFF 
10:18:28.727006 T106 27 
10:18:29.469263 LS202 56 
10:18:29.489477 MA202 ON 
10:18:30.087805 M017 ON 
10:18:31.601217 M016 ON 
10:18:32.096631 LS015 17 
10:18:32.133156 M015 ON 
10:18:32.600142 LS017 28 
10:18:32.611454 M017 OFF 
10:18:32.641896 MA201 ON 
10:18:32.869146 LS202 57 
10:18:32.880598 MA202 OFF 
10:18:33.286181 LS016 18 
10:18:33.308784 M016 OFF 
10:18:33.552498 LS013 15 
10:18:33.571246 M013 ON 
10:18:33.817354 LS015 16 
10:18:33.831836 M015 OFF 
10:18:34.588502 LS010 26 
10:18:34.599956 M010 ON 
10:18:35.437423 MA201 OFF 
10:18:35.480737 M013 OFF 
10:18:35.703859 M010 OFF 
10:18:36.844233 M010 ON 
10:18:37.967632 M010 OFF 
10:18:39.552745 LS013 16 
10:18:39.567232 M013 ON 
10:18:41.226801 M013 OFF 
10:18:41.792805 MA201 ON 
10:18:42.845451 LS008 17 
10:18:42.864345 M008 ON 
10:18:43.813467 M001 ON 
10:18:44.167597 LS002 12 
10:18:44.181309 M002 ON 
10:18:45.080957 LS008 18 
10:18:45.101403 M008 OFF 
10:18:45.737887 M001 OFF 
10:18:45.764175 LS201 58 
10:18:45.779048 MA201 OFF 
10:18:47.004246 MA201 ON 
10:18:47.912128 M008 ON 
10:18:48.852229 M002 OFF 
10:18:49.023531 LS008 17 
10:18:49.065187 M008 OFF 
10:18:50.057482 M013 ON 
10:18:51.178426 M013 OFF 
10:18:51.332587 MA201 OFF 
10:18:51.710344 M013 ON 
10:18:52.2904 LS204 23 
10:18:53.426026 M013 OFF 
10:18:56.574341 MA201 ON 
10:18:57.164911 LS013 17 
10:18:57.207037 M013 ON 
10:18:57.845332 LS015 18 
10:18:57.86546 M015 ON 
10:18:58.061222 M016 ON 
10:18:58.301728 M013 OFF 
10:18:58.901556 LS202 58 
10:18:58.951223 MA202 ON 
10:18:59.188513 MA201 OFF 
10:18:59.510124 M017 ON 
10:19:00.096363 M015 OFF 
10:19:00.155424 M016 OFF 
10:19:01.941749 M017 OFF 
10:19:02.583795 LS030 1 
10:19:02.879894 MA202 OFF 
10:19:03.447754 MA202 ON 
10:19:03.820094 M017 ON 
10:19:04.963066 M017 OFF 
10:19:06.312309 MA202 OFF 
10:19:06.336854 LS017 29 
10:19:06.35196 M017 ON 
10:19:06.568404 LS046 4 
10:19:06.835616 MA202 ON 
10:19:07.913864 MA202 OFF 
10:19:08.340442 M017 OFF 
10:19:08.661616 MA202 ON 
10:19:09.803178 MA202 OFF 
10:19:10.558834 MA202 ON 
10:19:11.67331 MA202 OFF 
10:19:15.233344 MA202 ON 
10:19:16.371295 MA202 OFF 
10:19:18.408579 LS017 28 
10:19:18.453969 M017 ON 
10:19:19.369542 MA202 ON 
10:19:19.567134 M017 OFF 
10:19:20.489393 MA202 OFF 
10:19:21.051724 M017 ON 
10:19:21.23236 MA202 ON 
10:19:23.094805 M017 OFF 
10:19:23.294398 MA202 OFF 
10:19:24.791285 MA202 ON 
10:19:25.183874 M017 ON 
10:19:29.672686 LS202 57 
10:19:29.738002 MA202 OFF 
10:19:29.762672 LS017 27 
10:19:29.778737 M017 OFF 
10:19:30.239411 MA202 ON 
10:19:30.628181 M017 ON 
10:19:31.45111 MA202 OFF 
10:19:32.1144 MA202 ON 
10:19:33.127557 LS016 17 
10:19:33.139378 M016 ON 
10:19:33.410903 LS015 17 
10:19:33.428473 M015 ON 
10:19:34.195077 M017 OFF 
10:19:34.350431 MA201 ON 
10:19:34.538183 LS202 56 
10:19:34.553225 MA202 OFF 
10:19:35.004206 M016 OFF 
10:19:35.466991 M015 OFF 
10:19:35.93379 MA201 OFF 
10:19:38.156821 LS201 57 
10:19:38.176655 MA201 ON 
10:19:38.839898 M015 ON 
10:19:39.302569 M016 ON 
10:19:39.988248 MA202 ON 
10:19:40.430554 LS201 58 
10:19:40.45547 MA201 OFF 
10:19:40.551203 M017 ON 
10:19:41.290531 M015 OFF 
10:19:41.362294 LS016 16 
10:19:41.378366 M016 OFF 
10:19:43.965311 M017 OFF 
10:19:45.207256 LS202 57 
10:19:45.22759 MA202 OFF 
10:19:46.101661 SS004 MOVED 
10:19:46.922553 LS202 56 
10:19:46.937333 MA202 ON 
10:19:48.663836 LS017 26 
10:19:48.752516 M017 ON 
10:19:49.756931 M017 OFF 
10:19:49.863826 M016 ON 
10:19:49.930539 LS015 16 
10:19:49.947983 M015 ON 
10:19:50.011427 SS004 STILL 
10:19:50.673259 MA202 OFF 
10:19:50.742327 LS201 57 
10:19:50.769333 MA201 ON 
10:19:51.68021 M016 OFF 
10:19:51.975572 M015 OFF 
10:19:53.094922 M015 ON 
10:19:53.561785 M016 ON 
10:19:54.513173 MA201 OFF 
10:19:55.697982 M015 OFF 
10:19:55.827945 M016 OFF 
10:19:57.035458 LS202 55 
10:19:57.0694 MA202 ON 
10:19:57.440898 M017 ON 
10:19:59.491269 MA202 OFF 
10:20:01.333026 M017 OFF 
10:20:05.675668 MA202 ON 
10:20:06.797765 LS017 25 
10:20:06.809947 M017 ON 
10:20:07.936523 M017 OFF 
10:20:08.488127 M017 ON 
10:20:10.339538 LS017 26 
10:20:10.372734 M017 OFF 
10:20:10.523274 LS202 56 
10:20:10.537188 MA202 OFF 
10:20:10.915646 M017 ON 
10:20:12.203109 LS202 55 
10:20:12.233227 MA202 ON 
10:20:15.798897 M017 OFF 
10:20:16.149849 MA202 OFF 
10:20:20.109838 M017 ON 
10:20:21.243372 M017 OFF 
10:20:23.470703 LS017 25 
10:20:23.489925 M017 ON 
10:20:25.178575 M017 OFF 
10:20:28.713668 MA202 ON 
10:20:29.854519 MA202 OFF 
10:20:30.778309 LS202 56 
10:20:30.79055 MA202 ON 
10:20:31.923817 LS202 55 
10:20:31.936687 MA202 OFF 
10:20:37.011894 LS202 56 
10:20:37.052444 MA202 ON 
10:20:37.15412 LS017 26 
10:20:37.172777 M017 ON 
10:20:38.090428 LS202 55 
10:20:38.102451 MA202 OFF 
10:20:38.298291 M017 OFF 
10:20:39.565824 LS005 29 
10:20:44.415062 LS203 38 
10:20:44.446801 MA203 ON 
10:20:44.475838 MA202 ON 
10:20:44.501504 LS024 12 
10:20:44.518972 M024 ON 
10:20:46.174599 MA202 OFF 
10:20:46.273487 M021 ON 
10:20:47.642706 M024 OFF 
10:20:47.808668 LS022 5 
10:20:47.82108 M022 ON 
10:20:49.032395 M021 OFF 
10:20:49.594033 LS023 10 
10:20:49.621374 M023 ON 
10:20:49.8824 M022 OFF 
10:20:50.180349 LS001 10 
10:20:50.194191 M001 ON 
10:20:50.696989 M024 ON 
10:20:51.12389 MA201 ON 
10:20:51.631085 LS008 16 
10:20:51.650453 M008 ON 
10:20:51.833557 LS021 6 
10:20:51.847859 M021 ON 
10:20:52.769892 M023 OFF 
10:20:53.002131 M001 OFF 
10:20:53.147272 M022 ON 
10:20:53.178466 M024 OFF 
10:20:53.383246 MA201 OFF 
10:20:54.020854 M023 ON 
10:20:54.046843 LS021 7 
10:20:54.060317 M021 OFF 
10:20:54.093463 M001 ON 
10:20:54.322978 M008 OFF 
10:20:54.369989 MA201 ON 
10:20:54.76626 M022 OFF 
10:20:55.036405 LS002 11 
10:20:55.04802 M002 ON 
10:20:55.448107 MA203 OFF 
10:20:56.40755 M001 OFF 
10:20:56.692431 M023 OFF 
10:20:57.465096 MA201 OFF 
10:20:57.674338 M002 OFF 
10:21:01.247512 MA201 ON 
10:21:01.619035 M008 ON 
10:21:02.320495 M015 ON 
10:21:02.443568 MA201 OFF 
10:21:02.935366 MA201 ON 
10:21:03.418499 M015 OFF 
10:21:03.509655 M002 ON 
10:21:03.592464 LS202 56 
10:21:03.611508 MA202 ON 
10:21:04.590076 M008 OFF 
10:21:04.754014 LS202 55 
10:21:04.817041 MA202 OFF 
10:21:04.853588 MA201 OFF 
10:21:05.3713 MA201 ON 
10:21:05.706256 M008 ON 
10:21:06.418319 MA202 ON 
10:21:06.859019 LS206 16 
10:21:07.545187 MA202 OFF 
10:21:07.786892 M002 OFF 
10:21:07.959605 LS017 25 
10:21:08.020904 M017 ON 
10:21:08.193943 LS049 4 
10:21:08.644842 M015 ON 
10:21:09.059409 LS017 26 
10:21:09.07137 M017 OFF 
10:21:09.193549 LS048 14 
10:21:10.476625 LS013 14 
10:21:10.492858 M013 ON 
10:21:10.780062 M015 OFF 
10:21:10.831387 M008 OFF 
10:21:12.550764 LS012 28 
10:21:12.570314 M012 ON 
10:21:13.434202 MA201 OFF 
10:21:13.694762 M012 OFF 
10:21:14.953393 M013 OFF 
10:21:15.591357 MA202 ON 
10:21:15.774419 LS017 25 
10:21:15.795368 M017 ON 
10:21:16.728802 MA202 OFF 
10:21:17.282862 MA202 ON 
10:21:18.413323 MA202 OFF 
10:21:18.976955 MA202 ON 
10:21:19.353923 M017 OFF 
10:21:21.775651 M017 ON 
10:21:24.231064 M017 OFF 
10:21:24.604955 MA202 OFF 
10:21:25.543479 MA202 ON 
10:21:26.475294 M017 ON 
10:21:27.612089 M017 OFF 
10:21:29.846812 MA202 OFF 
10:21:30.228643 M017 ON 
10:21:31.377489 M017 OFF 
10:21:31.510623 MA202 ON 
10:21:32.660431 MA202 OFF 
10:21:33.407882 MA202 ON 
10:21:34.532387 MA202 OFF 
10:21:34.728717 M017 ON 
10:21:35.091516 MA202 ON 
10:21:35.853671 M017 OFF 
10:21:37.143263 M017 ON 
10:21:39.766413 LS017 26 
10:21:39.797973 M017 OFF 
10:21:41.0998 MA202 OFF 
10:21:43.923579 LS010 25 
10:21:43.949746 M010 ON 
10:21:45.651271 LS202 56 
10:21:45.66768 MA202 ON 
10:21:45.7143 M010 OFF 
10:21:45.800423 M017 ON 
10:21:46.544282 M015 ON 
10:21:46.638287 M016 ON 
10:21:46.911605 M017 OFF 
10:21:47.539292 M008 ON 
10:21:47.661605 MA201 ON 
10:21:47.746152 LS202 55 
10:21:47.772385 MA202 OFF 
10:21:48.675474 M016 OFF 
10:21:49.326951 M015 OFF 
10:21:49.965677 MA201 OFF 
10:21:50.056424 M008 OFF 
10:21:50.36853 MA201 ON 
10:21:51.492136 MA201 OFF 
10:21:52.227159 M001 ON 
10:21:52.370682 LS008 15 
10:21:52.38964 M008 ON 
10:21:52.715877 MA201 ON 
10:21:53.122867 M023 ON 
10:21:53.484934 LS008 16 
10:21:53.540374 M008 OFF 
10:21:54.662377 MA201 OFF 
10:21:55.564935 D012 OPEN 
10:21:55.779524 M001 OFF 
10:21:56.435702 MA203 ON 
10:21:57.430086 MA203 OFF 
10:21:57.97339 MA203 ON 
10:21:58.557549 M010 ON 
10:21:58.951014 M023 OFF 
10:22:00.610987 M010 OFF 
10:22:01.950198 MA203 OFF 
10:22:02.052295 M023 ON 
10:22:04.544662 MA203 ON 
10:22:05.483873 M023 OFF 
10:22:05.667167 MA203 OFF 
10:22:07.182011 MA203 ON 
10:22:08.343037 MA203 OFF 
10:22:08.374012 M010 ON 
10:22:09.45107 M010 OFF 
10:22:09.805546 M023 ON 
10:22:11.297847 MA203 ON 
10:22:12.062799 M023 OFF 
10:22:12.392289 MA203 OFF 
10:22:13.170239 MA203 ON 
10:22:13.41309 LS051 30 
10:22:14.263416 MA203 OFF 
10:22:30.622779 M023 ON 
10:22:31.349171 MA203 ON 
10:22:32.491777 MA203 OFF 
10:22:32.738768 M023 OFF 
10:22:33.020818 MA203 ON 
10:22:33.268314 M023 ON 
10:22:33.470414 M001 ON 
10:22:34.302828 LS203 37 
10:22:34.317909 MA203 OFF 
10:22:34.623238 MA201 ON 
10:22:37.161111 MA203 ON 
10:22:37.421186 MA201 OFF 
10:22:38.03517 M022 ON 
10:22:38.302441 LS203 38 
10:22:38.35452 MA203 OFF 
10:22:38.414453 M001 OFF 
10:22:38.502744 M023 OFF 
10:22:39.188397 M022 OFF 
10:22:48.321846 M013 ON 
10:22:49.43871 M013 OFF 
10:22:51.058452 MA203 ON 
10:22:52.15795 LS203 37 
10:22:52.184753 MA203 OFF 
10:22:52.273525 M023 ON 
10:22:52.412897 M001 ON 
10:22:57.443074 M001 OFF 
