13:50:04.052365 T001 24.5 
14:44:24.007395 M018 ON 
14:44:25.034888 M015 OFF 
14:44:26.080159 M017 OFF 
14:44:27.085421 M018 OFF 
14:44:29.074021 M018 ON 
14:44:33.025893 M051 OFF 
14:44:34.031265 M018 OFF 
14:44:40.077147 P001 1183 
14:44:40.083193 P001 1210 
14:44:41.015083 M018 ON 
14:44:42.004207 M017 ON 
14:44:42.044626 M051 ON 
14:44:44.029496 M017 OFF 
14:44:45.075017 M018 OFF 
14:44:46.077422 P001 1180 
14:44:52.078452 P001 1192 
14:44:53.087121 M018 ON 
14:44:54.048072 M017 ON 
14:44:56.014939 M016 ON 
14:44:56.017478 M015 ON 
14:44:56.074804 M018 OFF 
14:44:57.082397 M008 ON 
14:44:57.085049 M017 OFF 
14:44:57.087557 M009 ON 
14:44:58.061641 M051 OFF 
14:44:58.064585 M007 ON 5.4
14:44:59.024182 M016 OFF 
14:45:00.009513 M006 ON 5.4
14:45:00.012054 M009 OFF 
14:45:00.073073 M015 OFF 
14:45:01.007692 M006 OFF 
14:45:02.062505 M008 OFF 
14:45:03.018658 M006 ON 5.4
14:45:03.081001 M008 ON 
14:45:04.085163 M006 OFF 
14:45:06.011624 M016 ON 
14:45:06.014192 M015 ON 
14:45:06.082481 P001 1205 
14:45:06.086917 P001 1184 
14:45:08.005657 M008 OFF 
14:45:08.000817 M017 ON 
14:45:08.010728 M007 OFF 
14:45:09.007824 M016 OFF 
14:45:09.071265 M015 OFF 
14:45:10.099096 M017 OFF 
14:45:12.080453 P001 1207 
14:45:13.011036 M017 ON 
14:45:13.072901 M018 ON 5.5
14:45:16.047987 M017 OFF 
14:45:17.052731 M017 ON 
14:45:18.045581 M051 ON 5.6
14:45:18.081509 P001 1190 
14:45:19.086916 M017 OFF 
14:45:24.042312 M018 OFF 
14:45:24.082441 P001 1175 
14:45:25.045078 M018 ON 
14:45:26.051946 M017 ON 
14:45:28.000113 M016 ON 
14:45:28.082754 M051 OFF 5-end
14:45:28.085264 M015 ON 
14:45:30.022091 M008 ON 6-start,6.1
14:45:30.024678 M017 OFF 
14:45:30.027238 M018 OFF 
14:45:31.006243 M007 ON 6.5
14:45:31.000876 M009 ON 6.5
14:45:31.067848 M016 OFF 
14:45:32.031611 M009 OFF 
14:45:32.094624 M015 OFF 
14:45:33.056267 E002 CLOSE 
14:45:35.019853 M008 OFF 
14:45:35.022375 M007 OFF 
14:45:44.090249 P001 1209 
14:45:44.009441 P001 1187 
14:45:50.084542 P001 1198 
14:45:56.085392 P001 1208 
14:46:06.055594 T002 29 
14:46:10.085174 P001 1186 
14:46:12.079314 E002 OPEN 
14:46:16.087453 P001 1174 
14:46:34.089988 P001 1197 
14:46:46.072569 M002 ON 6.5
14:46:46.088802 P001 1183 
14:46:48.060745 M007 ON 6.5
14:46:49.002389 M008 ON 6.5
14:46:51.011979 M002 OFF 
14:46:52.080955 M007 OFF 
14:46:58.066411 M008 OFF 
14:46:59.074112 M008 ON 6.5
14:47:03.009407 M007 ON 6.5
14:47:06.004003 M002 ON 6.5
14:47:06.061409 M003 ON 6.5
14:47:06.094871 P001 1193 
14:47:06.099469 P001 1178 
14:47:08.049947 M007 OFF 
14:47:09.000963 M008 OFF 
14:47:10.059145 M002 OFF 
14:47:12.009011 M003 OFF 
14:47:12.097328 P001 1190 
14:47:14.095784 M003 ON 6.5
14:47:17.088028 M002 ON 6.5
14:47:18.000933 P001 1201 
14:47:19.057815 M007 ON 6.5
14:47:20.021136 M003 OFF 
14:47:20.084154 M008 ON 6.5
14:47:22.007901 M002 OFF 
14:47:22.069054 M009 ON 6.5
14:47:24.080064 M009 OFF 
14:47:25.043165 M007 OFF 
14:47:27.029422 M007 ON 6.5
14:47:30.093017 P001 1188 
14:47:32.009327 M008 OFF 
14:47:32.011851 M007 OFF 
14:47:36.094327 P001 1173 
14:47:37.015097 M007 ON 6.5
14:47:38.018223 M002 ON 6.5
14:47:39.068849 M003 ON 6.5
14:47:41.010581 M007 OFF 
14:47:43.039523 M002 OFF 
14:47:43.099057 M006 ON 6.5
14:47:46.031899 M003 OFF 
14:47:48.095675 P001 1193 
14:47:50.049094 M006 OFF 
14:47:52.035066 M006 ON 6.5
14:47:53.038727 M007 ON 6.5
14:47:54.009647 P001 1207 
14:47:55.071034 M008 ON 6.5
14:47:57.059083 M009 ON 6.5
14:47:59.061661 M014 ON 6.5
14:47:59.064242 M007 OFF 
14:47:59.066733 M006 OFF 
14:48:00.044739 M008 OFF 
14:48:00.004741 M009 OFF 
14:48:00.097007 P001 1196 
14:48:01.088046 M014 OFF 
14:48:02.052032 M014 ON 6.5
14:48:06.089858 M014 OFF 
14:48:07.000182 P001 1175 
14:48:09.023523 M014 ON 6.5
14:48:15.079335 M009 ON 6.5
14:48:16.041649 M008 ON 
14:48:17.065833 M007 ON 
14:48:18.098469 P001 1192 
14:48:19.037619 M014 OFF 
14:48:19.040154 M009 OFF 
14:48:22.007698 M008 OFF 
14:48:24.099113 P001 1204 
14:48:25.046786 M008 ON 6.6
14:48:31.015293 M007 OFF 
14:48:34.066245 M007 ON 
14:48:37.078104 M006 ON 
14:48:39.066992 M008 OFF 6-end
14:48:41.086826 M007 OFF 
14:48:42.042436 M006 OFF 
14:48:45.003261 P001 1175 
14:48:45.000763 P001 1212 
14:48:52.025263 M006 ON 
14:48:52.088271 M007 ON 
14:48:54.032913 M002 ON 
14:48:54.096443 E002 CLOSE 
14:48:55.099172 M006 OFF 
14:48:56.083308 M007 OFF 
14:48:56.085912 M002 OFF 
14:49:41.003354 P001 1177 
14:50:06.002646 E002 OPEN 
14:50:09.000048 M008 ON 
14:50:09.003047 M007 ON 
14:50:09.006328 M009 ON 
14:50:10.002493 M015 ON 
14:50:10.088056 M016 ON 
14:50:11.048765 M009 OFF 
14:50:12.034206 M017 ON 
14:50:12.036741 M007 OFF 
14:50:13.017285 M008 OFF 
14:50:13.019816 D007 OPEN 7-start,7.1
14:50:14.086552 M016 OFF 
14:50:14.089065 M015 OFF 
14:50:17.017058 M017 OFF 
14:50:17.079423 D007 CLOSE 7.1
14:50:18.040632 M017 ON 
14:50:23.017233 M017 OFF 
14:50:25.006545 M017 ON 
14:50:29.091464 M017 OFF 
14:50:33.006291 P001 1202 
14:50:43.078256 M017 ON 
14:50:45.008303 P001 1312 
14:50:49.003279 M017 OFF 
14:50:50.044948 M017 ON 
14:50:59.009787 P001 2449 7.3
14:50:59.016263 P001 2422 
14:51:12.048216 T001 23 
14:51:12.050866 M017 OFF 
14:51:20.019067 M017 ON 
14:51:20.008307 M018 ON 
14:51:22.030687 M051 ON 
14:51:23.011332 P001 2407 
14:51:25.000736 M051 OFF 
14:51:26.088351 M018 OFF 
14:51:30.042896 D007 OPEN 7.1
14:51:33.014199 D007 CLOSE 7.1
14:51:33.076289 M017 OFF 
14:51:36.005275 M017 ON 
14:51:39.040033 M017 OFF 
14:51:45.060658 M017 ON 7.9
14:51:48.014023 M016 ON 7.9
14:51:48.016594 M015 ON 7.9
14:51:48.075476 M014 ON 7.9
14:51:49.003913 M017 OFF 
14:51:50.008712 M015 OFF 
14:51:51.071359 M016 OFF 
14:51:51.073875 M013 ON 
14:51:52.007602 M015 ON 
14:51:53.040323 M016 ON 
14:51:53.099322 M013 OFF 
14:51:54.062065 M017 ON 
14:51:55.025328 M014 OFF 
14:51:56.077277 M016 OFF 
14:51:56.079824 M015 OFF 
14:51:59.013178 P001 2969 
14:51:59.008889 M017 OFF 
14:52:01.055972 M017 ON 7.9
14:52:10.094104 M016 ON 7.9
14:52:11.057093 M015 ON 7.9
14:52:12.021169 M014 ON 7.9
14:52:13.017989 P001 2539 
14:52:13.022064 P001 2521 
14:52:14.051859 M017 OFF 
14:52:15.008581 M016 OFF 
14:52:15.007137 M015 OFF 
14:52:16.057473 M015 ON 
14:52:17.016291 M016 ON 
14:52:18.041371 M014 OFF 
14:52:19.008572 M015 OFF 
14:52:21.031101 M016 OFF 
14:52:37.016946 P001 2511 
14:52:51.001992 P001 2491 
14:52:51.028622 P001 2539 
14:53:03.019668 P001 2526 
14:53:09.020013 P001 2511 
14:53:21.019631 P001 2521 
14:53:43.055504 M017 ON 
14:53:47.007031 M017 OFF 
14:53:47.025887 P001 1323 
14:53:47.029983 P001 1282 
14:53:48.094083 M017 ON 
14:53:54.017322 M017 OFF 
14:53:59.076033 M017 ON 
14:54:01.087086 M017 OFF 
14:54:04.014048 M017 ON 
14:54:16.024475 M017 OFF 
14:54:20.015515 M017 ON 
14:54:24.011633 M017 OFF 
14:54:43.030229 P001 1292 
14:54:43.034659 P001 1281 
14:54:55.095055 M017 ON 
14:54:57.077417 M017 OFF 
14:54:58.039363 M015 ON 
14:55:00.048491 M008 ON 
14:55:01.009869 M009 ON 
14:55:01.073048 M007 ON 
14:55:02.094359 M009 OFF 
14:55:02.097192 M002 ON 
14:55:03.058091 M015 OFF 
14:55:05.006502 M008 OFF 
14:55:06.029152 M007 OFF 
14:55:09.000091 M007 ON 
14:55:10.005322 M006 ON 
14:55:11.093272 M002 OFF 
14:55:13.053521 M007 OFF 
14:55:13.056057 M006 OFF 
14:55:17.049958 M006 ON 
14:55:21.007095 M006 OFF 
14:55:39.033031 P001 1755 
14:55:39.039079 P001 1396 
14:55:51.023403 M006 ON 
14:55:53.093326 M006 OFF 
14:56:23.034232 P001 1384 
14:56:41.037063 P001 1276 
14:56:42.013977 M006 ON 
14:56:44.006119 M006 OFF 
14:56:46.007063 M006 ON 
14:56:48.034232 M006 OFF 
14:56:54.041166 M006 ON 
14:56:56.027982 M006 OFF 
14:57:31.039273 P001 1255 
14:57:38.065119 M006 ON 
14:57:39.068306 M007 ON 
14:57:41.098075 M007 OFF 
14:57:43.098268 M007 ON 
14:57:44.055934 M002 ON 
14:57:46.046093 M008 ON 
14:57:47.010585 M009 ON 
14:57:47.097566 M015 ON 
14:57:49.002661 M016 ON 
14:57:49.005239 M006 OFF 
14:57:49.007773 M002 OFF 
14:57:49.081612 M008 OFF 
14:57:49.084127 M009 OFF 
14:57:50.044894 M007 OFF 
14:57:51.073072 M015 OFF 
14:57:52.035084 M016 OFF 
14:57:56.070098 M017 ON 7.8
14:57:57.042961 P001 1273 
14:58:07.032383 M017 OFF 
14:58:10.064384 M017 ON 7.8
14:58:22.031616 M018 ON 7.8
14:58:23.035674 M051 ON 
14:58:26.006121 M051 OFF 
14:58:27.029016 M017 OFF 
14:58:27.031515 M018 OFF 
14:58:33.044974 P001 1263 
14:58:35.002107 M017 ON 7.9
14:58:42.007509 M016 ON 7.9
14:58:43.035571 M015 ON 7.9
14:58:43.098331 M014 ON 7.9
14:58:45.041625 M013 ON 7.9,7-end
14:58:46.085712 M015 OFF 
14:58:47.088839 M014 OFF 
14:58:47.091414 M017 OFF 
14:58:47.094299 M016 OFF 
14:58:48.047562 M014 ON 
14:58:49.030634 M016 ON 
14:58:49.033201 M015 ON 
14:58:49.093086 M013 OFF 
14:58:50.057048 M014 OFF 
14:58:53.046378 P001 1274 
14:58:54.013304 M008 ON 
14:58:55.019129 M007 ON 
14:58:56.067514 M002 ON 
14:58:56.070176 M015 OFF 
14:58:57.003114 M016 OFF 
14:58:57.091758 E002 CLOSE 
14:58:59.039063 M008 OFF 
14:58:59.041753 M007 OFF 
14:59:01.028111 M002 OFF 
14:59:05.046782 P001 1261 
14:59:25.046507 P001 1244 
14:59:42.023345 M002 ON 
14:59:45.049734 P001 1259 
14:59:49.009609 M002 OFF 
14:59:51.015014 M002 ON 
14:59:51.017602 E002 OPEN 
14:59:51.076896 M001 ON 8-start,8.1
14:59:52.040336 M023 ON 8.1
14:59:53.042314 D012 OPEN 8.2
14:59:55.009242 M001 OFF 
14:59:55.011795 M002 OFF 
14:59:56.051428 M023 OFF 
15:00:17.051084 M023 ON 8.2
15:00:22.028296 M023 OFF 
15:00:24.079479 M001 ON 8.2
15:00:24.082052 M023 ON 8.2
15:00:26.024188 M007 ON 8.3
15:00:26.088094 M023 OFF 
15:00:27.093041 M006 ON 8.3
15:00:30.008519 M001 OFF 
15:00:30.011088 M007 OFF 
15:00:38.058266 M010 ON 8.3
15:00:40.004135 M007 ON 8.3
15:00:40.068175 M010 OFF 
15:00:41.025286 M001 ON 8.2
15:00:42.009827 M023 ON 8.2
15:00:42.012394 M006 OFF 
15:00:44.037208 M007 OFF 
15:00:45.068004 M001 OFF 
15:00:45.070568 M023 OFF 
15:00:56.008417 M001 ON 8.2
15:00:56.011005 M023 ON 8.2
15:00:56.074113 M007 ON 8.3
15:00:57.076734 M023 OFF 
15:00:58.082344 M001 OFF 
15:01:00.071043 M008 ON 8.3
15:01:03.004268 M001 ON 8.2
15:01:04.007034 M023 ON 8.2
15:01:05.013157 M007 OFF 
15:01:06.001994 M008 OFF 
15:01:07.047929 M001 OFF 
15:01:07.050457 M023 OFF 
15:01:17.027868 M022 ON 8.2
15:01:23.048886 T005 25.5 
15:01:24.010957 D012 CLOSE 8.2
15:01:24.013592 M022 OFF 
15:01:24.073173 M022 ON 8.2
15:01:25.078839 D012 OPEN 8.2
15:01:28.090134 M022 OFF 
15:01:33.068379 D012 CLOSE 8.2
15:01:34.052766 M001 ON 
15:01:34.055326 M023 ON 
15:01:35.055311 M007 ON 
15:01:38.004253 M023 OFF 
15:01:38.006761 M002 ON 
15:01:39.023661 M001 OFF 
15:01:39.026714 M007 OFF 8-end
15:01:40.069955 E002 CLOSE 
15:01:42.060062 M002 OFF 
15:01:52.039968 M002 ON 
15:02:00.090196 M002 OFF 
15:02:01.054056 M002 ON 
15:02:08.045019 M002 OFF 
15:02:09.073848 M007 ON 
15:02:09.076435 M002 ON 
15:02:10.003504 M008 ON 
15:02:12.002303 M008 OFF 
15:02:12.004876 M002 OFF 
15:02:13.009535 E002 OPEN 
15:02:13.000949 M008 ON 
15:02:13.097466 M009 ON 
15:02:15.041323 M009 OFF 
15:02:16.058443 P001 1239 
15:02:19.013689 M008 OFF 
15:02:24.015195 M001 ON 
15:02:24.017788 M023 ON 
15:02:26.008292 D012 OPEN 
15:02:27.050759 M001 OFF 
15:02:28.053349 M007 OFF 
15:02:32.000706 M023 OFF 
15:02:35.065192 D012 CLOSE 
15:02:36.029029 M022 ON 
15:02:37.034778 M021 ON 
15:02:39.021141 M024 ON 
15:02:40.067727 M022 OFF 
15:02:41.030202 M042 ON 
15:02:42.014371 M043 ON 
15:02:42.016957 M021 OFF 
15:02:43.079372 M028 ON 
15:02:43.082158 M027 ON 
15:02:45.024081 M024 OFF 
15:02:45.061182 P001 1250 
15:02:46.028236 M026 ON 
15:02:46.092218 M042 OFF 
15:02:47.057435 M043 OFF 
15:02:48.059346 M025 ON 
15:02:49.062709 M028 OFF 
15:02:50.069054 M026 OFF 
15:02:51.061522 P001 1168 
15:02:52.002951 M027 OFF 
15:02:52.005524 M021 ON 
15:02:52.008076 M024 ON 
15:02:52.010581 M026 ON 
15:02:52.065097 M022 ON 
15:02:53.069117 M023 ON 
15:02:54.072084 M001 ON 
15:02:54.074647 M021 OFF 
15:02:54.077129 M025 OFF 
15:02:55.057019 M022 OFF 
15:02:56.038744 M007 ON 
15:02:56.041272 M025 ON 
15:02:57.021826 M008 ON 
15:02:57.024353 M042 ON 
15:02:58.004803 M023 OFF 
15:02:58.007315 M009 ON 
15:02:58.088717 M043 ON 
15:02:58.009129 M026 OFF 
15:02:59.052147 M021 ON 
15:03:00.035087 M028 ON 
15:03:00.097692 M025 OFF 
15:03:02.004838 M029 ON 
15:03:02.007356 M023 ON 
15:03:02.009915 M009 OFF 
15:03:03.005935 M027 ON 
15:03:03.008504 M042 OFF 
15:03:03.011005 M022 ON 
15:03:04.013386 M008 OFF 
15:03:04.015904 M029 OFF 
15:03:04.018473 M043 OFF 
15:03:04.096882 M023 OFF 
15:03:04.099395 M025 ON 
15:03:05.062577 P001 1180 
15:03:05.006668 M001 OFF 
15:03:06.065128 M007 OFF 
15:03:07.005076 M028 OFF 
15:03:07.053327 M022 OFF 
15:03:08.097909 M021 OFF 
15:03:09.082027 M027 OFF 
15:03:09.084623 M024 OFF 
15:03:12.050272 M026 ON 
15:03:13.007917 M024 ON 
15:03:13.094363 M021 ON 
15:03:13.096871 M026 OFF 
15:03:14.005697 M026 ON 
15:03:15.020982 M022 ON 
15:03:16.048712 M001 ON 
15:03:16.051282 M023 ON 
15:03:17.032977 M008 ON 
15:03:17.035493 M007 ON 
15:03:18.073786 M023 OFF 
15:03:18.076314 M009 ON 
15:03:18.078864 M022 OFF 
15:03:18.081408 M024 OFF 
15:03:18.083894 M025 OFF 
15:03:19.057893 M007 OFF 
15:03:19.060409 M021 OFF 
15:03:20.019763 M001 OFF 
15:03:20.083291 M008 OFF 
15:03:21.046027 M024 ON 
15:03:22.030175 M008 ON 
15:03:22.032749 M025 ON 
15:03:23.007378 M001 ON 
15:03:23.009908 M007 ON 
15:03:23.093316 M023 ON 
15:03:23.095887 M021 ON 
15:03:25.003982 M007 OFF 
15:03:25.006548 M009 OFF 
15:03:25.010545 M022 ON 
15:03:25.067289 M026 OFF 
15:03:26.051746 M008 OFF 
15:03:26.005425 M001 OFF 
15:03:27.015132 M024 OFF 
15:03:28.001445 M021 OFF 
15:03:28.001702 M022 OFF 
15:03:28.019515 M026 ON 
15:03:29.018316 M025 OFF 
15:03:29.080538 M026 OFF 
15:03:31.063264 P001 1160 
15:03:33.075242 M001 ON 
15:03:35.063808 M007 ON 
15:03:36.049263 M008 ON 
15:03:36.051836 M009 ON 
15:03:38.033783 M023 OFF 
15:03:38.095637 M010 ON 
15:03:40.020251 M001 OFF 
15:03:40.022823 M007 OFF 
15:03:41.064017 M008 OFF 
15:03:47.071077 M010 OFF 
15:03:50.081286 M014 ON 
15:03:53.092002 M009 OFF 
15:03:54.054789 M009 ON 
15:04:03.096421 M014 OFF 
15:04:04.058154 M014 ON 
15:04:11.085042 M015 ON 
15:04:13.032243 M009 OFF 
15:04:13.095619 M016 ON 
15:04:14.059033 M013 ON 
15:04:15.022963 M012 ON 
15:04:16.032206 M011 ON 
15:04:16.034787 M017 ON 
15:04:16.037336 M010 ON 
15:04:16.094938 M012 OFF 
15:04:17.058094 M014 OFF 
15:04:18.059657 M016 OFF 
15:04:18.062216 M013 OFF 
15:04:18.064769 M015 OFF 
15:04:21.026819 M017 OFF 
15:04:22.051795 M017 ON 
15:04:22.054364 M013 ON 
15:04:23.014065 M010 OFF 
15:04:23.072102 M014 ON 
15:04:25.021689 M008 ON 
15:04:26.000571 M009 ON 
15:04:26.008274 M013 OFF 
15:04:27.033689 M014 OFF 
15:04:27.036259 M011 OFF 
15:04:28.018041 M008 OFF 
15:04:28.020607 M026 ON 
15:04:29.018588 M016 ON 
15:04:29.021153 M009 OFF 
15:04:29.023709 M015 ON 
15:04:30.002567 M014 ON 
15:04:30.000514 M025 ON 
15:04:31.005944 M017 OFF 
15:04:31.008509 M016 OFF 
15:04:31.001106 M026 OFF 
15:04:31.075326 P001 1292 
15:04:31.079443 P001 1005.5 
15:04:31.083512 P001 1288 
15:04:31.096128 M009 ON 
15:04:32.059424 M025 OFF 
15:04:32.061995 M010 ON 
15:04:33.042735 M013 ON 
15:04:33.045311 M015 OFF 
15:04:35.053042 M013 OFF 
15:04:36.037668 M008 ON 
15:04:36.040244 M014 OFF 
15:04:37.069205 M001 ON 
15:04:37.071775 M023 ON 
15:04:37.081964 M007 ON 
15:04:37.084535 M013 ON 
15:04:37.008705 P001 1278 
15:04:38.005346 M009 OFF 
15:04:38.055983 M010 OFF 
15:04:39.034326 M007 OFF 
15:04:39.000369 M013 OFF 
15:04:39.095806 M001 OFF 
15:04:40.080316 M008 OFF 
15:04:40.082886 M001 ON 
15:04:42.065258 M023 OFF 
15:04:43.005075 M023 ON 
15:04:43.053261 M026 ON 
15:04:44.010311 M001 OFF 
15:04:45.059043 M001 ON 
15:04:46.043709 M008 ON 
15:04:46.046276 M007 ON 
15:04:47.027482 M009 ON 
15:04:47.030003 M026 OFF 
15:04:48.056784 M023 OFF 
15:04:48.059353 M007 OFF 
15:04:49.015452 M001 OFF 
15:04:50.000042 M008 OFF 
15:04:50.002622 M025 ON 
15:04:51.002755 M014 ON 
15:04:55.021738 M008 ON 
15:04:55.024317 M015 ON 
15:04:56.030371 M014 OFF 
15:04:56.032949 M016 ON 
15:04:56.035444 M007 ON 
15:04:57.014324 M017 ON 
15:04:57.016912 M002 ON 
15:04:58.003015 M016 OFF 
15:04:58.005589 M025 OFF 
15:04:58.065394 M009 OFF 
15:04:59.052611 M008 OFF 
15:04:59.055127 M015 OFF 
15:05:00.015189 M007 OFF 
15:05:01.020083 M017 OFF 
15:05:03.007351 M017 ON 
15:05:06.059711 M025 ON 
15:05:08.023488 D007 OPEN 
15:05:09.067448 M025 OFF 
15:05:10.051362 M007 ON 
15:05:10.053883 M025 ON 
15:05:11.013062 M008 ON 
15:05:11.098547 I010 ABSENT 
15:05:12.001093 M002 OFF 
15:05:13.003378 M007 OFF 
15:05:13.005902 M009 ON 
15:05:14.087631 M016 ON 
15:05:14.090137 M009 OFF 
15:05:14.092726 M025 OFF 
15:05:14.095252 M015 ON 
15:05:15.049013 M008 OFF 
15:05:15.071898 P001 1267 
15:05:17.036971 M014 ON 
15:05:19.008298 M016 OFF 
15:05:19.085717 M015 OFF 
15:05:21.028128 M014 OFF 
15:05:22.074051 M016 ON 
15:05:23.058047 M014 ON 
15:05:23.060623 M015 ON 
15:05:24.056454 M008 ON 
15:05:24.058975 M009 ON 
15:05:26.007004 M001 ON 
15:05:26.009584 M023 ON 
15:05:26.012139 M016 OFF 
15:05:26.014633 M007 ON 
15:05:27.006164 M014 OFF 
15:05:27.064209 M017 OFF 
15:05:27.066786 M007 OFF 
15:05:27.069285 M009 OFF 
15:05:27.071833 M015 OFF 
15:05:28.023106 M007 ON 
15:05:28.088198 M009 ON 
15:05:29.047361 M023 OFF 
15:05:30.008633 M007 OFF 
15:05:32.017024 M014 ON 
15:05:32.019588 M001 OFF 
15:05:32.022084 M016 ON 
15:05:32.024628 M015 ON 
15:05:32.075506 M017 ON 
15:05:33.006147 M008 OFF 
15:05:33.064004 M014 OFF 
15:05:34.042668 M016 OFF 
15:05:34.004523 M009 OFF 
15:05:35.004853 M014 ON 
15:05:35.072375 M015 OFF 
15:05:35.007961 P001 1289 
15:05:36.033166 M015 ON 
15:05:37.058743 M017 OFF 
15:05:37.061273 M016 ON 
15:05:38.023177 M014 OFF 
15:05:39.090824 M025 ON 
15:05:39.093557 M015 OFF 
15:05:41.034231 M016 OFF 
15:05:41.074448 P001 1265 
15:05:42.000085 M017 ON 
15:05:42.064039 M025 OFF 
15:05:47.074651 P001 1285 
15:05:49.015375 I006 PRESENT 
15:05:49.075351 M017 OFF 
15:05:50.037325 I010 PRESENT 
15:05:50.009993 M017 ON 
15:05:52.084678 M017 OFF 
15:05:55.011696 M017 ON 
15:05:55.075098 M025 ON 
15:05:58.048958 M017 OFF 
15:05:59.055138 M017 ON 
15:05:59.074924 P001 1270 
15:06:02.004947 M017 OFF 
15:06:02.007484 M025 OFF 
15:06:05.075557 P001 1285 
15:06:12.002621 M017 ON 
15:06:16.057196 M025 ON 
15:06:18.089779 M025 OFF 
15:06:18.092349 M026 ON 
15:06:19.076152 P001 1268 
15:06:20.018122 M025 ON 
15:06:20.082325 M026 OFF 
15:06:23.073765 M024 ON 
15:06:23.007645 M026 ON 
15:06:25.078599 P001 1290 
15:06:29.025666 T002 29.5 
15:06:29.002842 T005 25 
15:06:31.055836 M008 ON 
15:06:31.005839 M001 ON 
15:06:31.068578 M023 ON 
15:06:31.071157 M007 ON 
15:06:31.076819 M009 ON 
15:06:31.007937 M024 OFF 
15:06:31.095047 P001 1272 
15:06:32.063723 M023 OFF 
15:06:32.066238 M006 ON 
15:06:33.000071 M001 OFF 
15:06:33.073578 M024 ON 
15:06:33.076116 M026 OFF 
15:06:34.053811 M008 OFF 
15:06:34.056377 M021 ON 
15:06:35.094704 M014 ON 
15:06:35.097312 M019 ON 
15:06:35.099958 M005 ON 
15:06:36.054246 M007 OFF 
15:06:37.065421 M009 OFF 
15:06:37.067987 M025 OFF 
15:06:37.070478 M018 ON 
15:06:37.085807 P001 1289 
15:06:38.049072 M021 OFF 
15:06:38.051652 M024 OFF 
15:06:39.001209 M014 OFF 
15:06:40.083941 M019 OFF 
15:06:40.086508 M009 ON 
15:06:41.066206 M007 ON 
15:06:41.068792 M018 OFF 
15:06:42.028744 M005 OFF 
15:06:42.088057 M008 ON 
15:06:44.052917 M016 ON 
15:06:44.005542 M015 ON 
15:06:45.042539 M006 OFF 
15:06:45.004504 M018 ON 
15:06:46.021319 M008 OFF 
15:06:46.023886 M007 OFF 
15:06:46.084034 M009 OFF 
15:06:47.008857 M016 OFF 
15:06:48.095057 M015 OFF 
15:06:49.059073 M018 OFF 
15:06:49.079787 P001 1262 
15:06:50.024163 M018 ON 
15:06:54.017933 M018 OFF 
15:06:55.080384 P001 1286 
15:07:07.036054 M017 OFF 
15:07:08.082009 M017 ON 
15:07:17.081163 M016 ON 
15:07:23.080365 P001 1264 
15:07:25.094171 M015 ON 
15:07:27.082111 M017 OFF 
15:07:30.051041 M014 ON 
15:07:34.071504 M014 OFF 
15:07:37.085055 M017 ON 
15:07:40.098086 M015 OFF 
15:07:41.083257 P001 1291 
15:07:44.058903 M015 ON 
15:07:45.023198 M014 ON 
15:07:47.048583 M013 ON 
15:07:47.084196 P001 1268 
15:07:48.075706 M016 OFF 
15:07:48.078276 M015 OFF 
15:07:49.038098 M014 OFF 
15:07:51.064094 M013 OFF 
15:07:54.033266 M017 OFF 
15:07:55.038786 M013 ON 
15:07:59.030109 M014 ON 
15:08:00.035056 M008 ON 
15:08:01.019878 M007 ON 
15:08:01.022453 M009 ON 
15:08:02.020348 M001 ON 
15:08:02.022911 M023 ON 
15:08:02.025459 M013 OFF 
15:08:03.050452 M014 OFF 
15:08:03.052965 M009 OFF 
15:08:03.055507 M021 ON 
15:08:03.058056 M022 ON 
15:08:04.087658 M023 OFF 
15:08:04.090226 M007 OFF 
15:08:04.092809 M024 ON 
15:08:04.095302 M025 ON 
15:08:06.023468 M008 OFF 
15:08:06.026055 M001 OFF 
15:08:06.028606 M017 ON 
15:08:06.031156 M022 OFF 
15:08:06.033718 M026 ON 
15:08:07.006826 M021 OFF 
15:08:07.009401 M024 OFF 
15:08:07.070188 M025 OFF 
15:08:08.076028 M027 ON 
15:08:10.042159 M028 ON 
15:08:10.004474 M026 OFF 
15:08:11.028603 M017 OFF 
15:08:11.003113 M043 ON 
15:08:11.090105 M042 ON 
15:08:12.095135 M043 OFF 
15:08:14.003315 M028 OFF 
15:08:14.005889 M027 OFF 
15:08:14.008444 M042 OFF 
15:08:15.071152 M042 ON 
15:08:16.032687 M043 ON 
15:08:16.095342 M028 ON 
15:08:17.084272 M027 ON 
15:08:18.045099 M042 OFF 
15:08:19.050774 M043 OFF 
15:08:19.085846 P001 1288 
15:08:21.046941 M028 OFF 
15:08:21.000495 M027 OFF 
15:08:21.052047 M026 ON 
15:08:22.009145 M009 ON 
15:08:23.053681 M009 OFF 
15:08:24.015498 M009 ON 
15:08:24.078998 M025 ON 
15:08:25.042106 M009 OFF 
15:08:26.005366 M024 ON 
15:08:26.088092 M021 ON 
15:08:26.090664 M026 OFF 
15:08:27.050323 M022 ON 
15:08:28.011202 M025 OFF 
15:08:28.096554 M001 ON 
15:08:28.099073 M023 ON 
15:08:30.019059 M008 ON 
15:08:30.021699 M007 ON 
15:08:30.031101 M021 OFF 
15:08:30.033707 M024 OFF 
15:08:31.004481 M014 ON 
15:08:31.007057 M022 OFF 
15:08:31.066336 M007 OFF 
15:08:32.046611 M023 OFF 
15:08:32.049173 M013 ON 
15:08:33.029316 M008 OFF 
